TP_VU_tlag_2,TP_VU_troll_mean_6,TP_VU_troll_max_6,TP_VU_tdiff_2,TP_VU_tdiff_6,TP_VU_tpct_6,TP_VU_tewma_6,SS_VU_roll_std_12,TA_368_roll_mean_24,RN_12H_541_lag_72steps
0.030766666666666668,0.03087222222222223,0.032,-0.0005333333333333336,-0.0010000000000000009,-0.03201707577374602,0.031036150752414254,0.0,19.60236111111111,0.0
0.030999999999999996,0.030705555555555566,0.031233333333333335,-0.0010000000000000009,-0.0010000000000000009,-0.032258064516129115,0.03102582196601018,0.0,19.48611111111111,0.0
0.030233333333333334,0.030538888888888897,0.030999999999999996,-0.003433333333333337,-0.003433333333333337,-0.11356119073869908,0.030799396642388226,0.0,19.37472222222222,0.0
0.029999999999999995,0.03037222222222223,0.030999999999999996,-0.003999999999999997,-0.003999999999999997,-0.1333333333333332,0.030570997601705875,0.0,19.262222222222224,0.0
0.026799999999999997,0.029800000000000007,0.030999999999999996,-0.0023999999999999994,-0.00636666666666667,-0.2069339111592634,0.029493569715504195,0.0,19.132638888888888,0.0
0.026,0.02913333333333334,0.030999999999999996,-0.0019999999999999983,-0.006999999999999996,-0.22580645161290314,0.02849540693964585,0.0,19.01388888888889,0.0
0.024399999999999998,0.02807222222222223,0.030999999999999996,0.021199999999999997,0.01536666666666666,0.5082690187431089,0.027325290671175607,0.0,18.908888888888892,0.0
0.024,0.02690555555555556,0.030233333333333334,0.026999999999999996,0.021,0.7000000000000002,0.02637520762226829,0.0,18.81527777777778,0.0
0.045599999999999995,0.029466666666666672,0.045599999999999995,0.0022000000000000006,0.020999999999999998,0.7835820895522387,0.03186800544447735,0.0,18.748333333333335,0.0
0.051,0.03296666666666667,0.051,-0.003999999999999997,0.021,0.8076923076923077,0.0373342896031981,0.0,18.70625,0.0
0.047799999999999995,0.036466666666666675,0.051,-0.008,0.015399999999999997,0.6311475409836065,0.04032449257371293,0.0,18.688472222222224,0.0
0.047,0.03996666666666667,0.051,-0.009000000000000001,0.013999999999999999,0.5833333333333333,0.042231780409794945,0.0,18.672083333333337,0.0
0.039799999999999995,0.04253333333333334,0.051,-0.007399999999999997,-0.013199999999999996,-0.2894736842105262,0.04153698600699639,0.0,18.70875,0.0
0.038,0.04486666666666667,0.051,-0.007000000000000003,-0.02,-0.3921568627450981,0.04052641857642599,0.0,18.787222222222223,0.0
0.0324,0.042666666666666665,0.051,-0.003799999999999998,-0.019199999999999995,-0.40167364016736395,0.03820458469744714,0.0,18.88277777777778,0.0
0.030999999999999996,0.03933333333333334,0.047799999999999995,-0.0029999999999999957,-0.019,-0.4042553191489362,0.036146131926747954,0.0,18.976944444444445,0.0
0.0286,0.03613333333333334,0.047,-0.002200000000000004,-0.013399999999999999,-0.33668341708542715,0.033990094233391395,0.0,19.058194444444442,0.0
0.028,0.03296666666666667,0.039799999999999995,-0.0020000000000000018,-0.012,-0.3157894736842105,0.03227863873813671,0.0,19.130694444444448,0.0
0.026399999999999996,0.030733333333333338,0.038,-0.0011999999999999962,-0.007199999999999998,-0.2222222222222222,0.030599027670097652,0.0,19.20125,0.0
0.026,0.028733333333333336,0.0324,-0.0009999999999999974,-0.005999999999999995,-0.19354838709677402,0.029285019764355463,0.0,19.27638888888889,0.0
0.0252,0.02753333333333334,0.030999999999999996,-0.0010000000000000009,-0.004400000000000001,-0.15384615384615385,0.028117871260253904,0.0,19.347083333333334,0.0
0.025,0.026533333333333343,0.0286,-0.0010000000000000009,-0.004,-0.1428571428571429,0.02722705090018136,0.0,19.417222222222225,0.0
0.0242,0.025800000000000007,0.028,-0.0001999999999999988,-0.002399999999999996,-0.09090909090909072,0.026362179214415256,0.0,19.480416666666667,0.0
0.024,0.02513333333333334,0.026399999999999996,0.0,-0.0019999999999999983,-0.07692307692307687,0.02568727086743947,0.0,19.540555555555557,0.0
0.024,0.024733333333333343,0.026,-0.0008000000000000021,-0.0020000000000000018,-0.07936507936507942,0.02520519347674248,0.0,19.606527777777778,0.0
0.024,0.02440000000000001,0.0252,-0.0010000000000000009,-0.0020000000000000018,-0.08000000000000007,0.024860852483387486,0.000921283214482075,19.672083333333333,0.0
0.0232,0.024066666666666677,0.025,0.0005999999999999998,-0.00040000000000000105,-0.016528925619834767,0.02438632320241963,0.000921283214482075,19.75402777777778,0.0
0.023,0.023733333333333342,0.0242,0.0010000000000000009,0.0,0.0,0.023990230858871166,0.000921283214482075,19.85013888888889,0.0
0.023799999999999998,0.023666666666666673,0.024,0.0010000000000000009,0.0007999999999999986,0.033333333333333215,0.023935879184907978,0.000921283214482075,19.9575,0.0
0.024,0.02366666666666668,0.024,0.0010000000000000009,0.0010000000000000009,0.04166666666666674,0.02395419941779141,0.000921283214482075,20.072777777777777,0.0
0.0248,0.023800000000000005,0.0248,0.00020000000000000226,0.001800000000000003,0.07758620689655182,0.024195856726993866,0.000921283214482075,20.17361111111111,0.0
